,date,close,symbol
0,2006-12-29,144.6,SPY
1,2007-01-03,146.73,SPY
2,2007-01-04,142.61,SPY
3,2007-01-05,143.53,SPY
4,2007-01-08,142.87,SPY
5,2007-01-09,147.85,SPY
6,2007-01-10,145.16,SPY
7,2007-01-11,144.04,SPY
8,2007-01-12,149.44,SPY
9,2007-02-23,149.0,SPY
10,2007-02-28,146.24,SPY
11,2007-03-01,143.63,SPY
12,2007-03-08,145.01,SPY
13,2007-03-13,142.29,SPY
14,2007-03-14,143.43,SPY
15,2007-03-15,145.96,SPY
16,2007-03-16,142.59,SPY
17,2007-03-20,144.47,SPY
18,2007-03-23,147.15,SPY
19,2007-03-26,147.2,SPY
20,2007-03-27,149.41,SPY
21,2007-03-28,148.19,SPY
22,2007-03-29,144.44,SPY
23,2007-03-30,145.0,SPY
24,2007-04-02,143.3,SPY
25,2007-04-03,149.17,SPY
26,2007-04-04,150.24,SPY
27,2007-04-05,148.27,SPY
28,2007-04-09,144.47,SPY
29,2007-04-10,146.8,SPY
30,2007-04-11,148.26,SPY
31,2007-04-12,148.67,SPY
32,2007-04-13,149.96,SPY
33,2007-04-16,149.1,SPY
34,2007-04-17,149.99,SPY
35,2007-04-18,147.85,SPY
36,2007-04-19,152.75,SPY
37,2007-04-20,153.57,SPY
38,2007-04-23,152.86,SPY
39,2007-04-24,155.11,SPY
40,2007-04-25,149.99,SPY
41,2007-04-26,156.91,SPY
42,2007-04-27,156.26,SPY
43,2007-04-30,150.48,SPY
44,2007-05-01,151.71,SPY
45,2007-05-02,152.7,SPY
46,2007-05-03,150.62,SPY
47,2007-05-04,154.62,SPY
48,2007-05-07,156.59,SPY
49,2007-05-08,155.18,SPY
50,2007-05-09,153.01,SPY
51,2007-05-10,151.94,SPY
52,2007-05-11,152.24,SPY
53,2007-05-14,151.53,SPY
54,2007-05-15,150.62,SPY
55,2007-05-16,158.6,SPY
56,2007-05-17,152.6,SPY
57,2007-05-18,154.95,SPY
58,2007-05-21,154.86,SPY
59,2007-05-22,159.21,SPY
60,2007-05-23,155.52,SPY
61,2007-05-24,155.83,SPY
62,2007-05-25,153.73,SPY
63,2007-05-29,157.7,SPY
64,2007-05-30,158.5,SPY
65,2007-05-31,155.16,SPY
66,2007-06-01,157.85,SPY
67,2007-06-04,158.7,SPY
68,2007-06-05,155.17,SPY
69,2007-06-06,151.88,SPY
70,2007-06-07,150.8,SPY
71,2007-06-08,155.13,SPY
72,2007-06-11,156.3,SPY
73,2007-06-12,154.95,SPY
74,2007-06-13,155.07,SPY
75,2007-06-14,157.56,SPY
76,2007-06-15,159.26,SPY
77,2007-06-18,157.67,SPY
78,2007-06-19,159.21,SPY
79,2007-06-20,158.1,SPY
80,2007-06-21,155.16,SPY
81,2007-06-22,156.58,SPY
82,2007-06-25,152.74,SPY
